COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS,PASS_START_TIME,PASS_END_TIME,TOTAL_POWER_CONSUMPTION
K530536000,5,2,1.54,1.2,48:40.0,52:43.0,0
K530535000,5,5,0.74,0.55,22:00.0,27:48.0,0
K530659000,4,2,1.92,1.49,48:01.0,51:15.0,0
K530659000,4,3,1.49,1.14,51:21.0,54:46.0,0
K530659000,4,4,1.15,0.88,55:02.0,58:40.0,0
K530656000,4,2,1.93,1.49,57:42.0,01:14.0,0
K530656000,4,3,1.49,1.14,01:19.0,05:56.0,0
K530587000,4,4,1.14,0.88,48:17.0,52:40.0,0
K530512000,6,3,1.26,0.95,36:27.0,40:51.0,0
K530512000,6,4,0.96,0.71,41:15.0,45:39.0,0
K530340000,5,1,2,1.47,45:25.0,52:37.0,0
K530340000,5,2,1.46,1.07,53:07.0,56:58.0,0
K521522000,6,5,0.58,0.42,16:27.0,22:00.0,0
K530281000,6,1,1.98,1.49,35:34.0,43:18.0,0
K530281000,6,2,1.47,1.09,43:58.0,47:48.0,0
K521890000,6,3,1.05,0.77,06:37.0,11:43.0,0
K521890000,6,4,0.77,0.56,11:53.0,17:14.0,0
K521890000,6,5,0.56,0.4,17:27.0,24:57.0,0
K530716000,4,1,2.51,1.91,28:41.0,32:52.0,0
K530716000,4,2,1.91,1.46,33:30.0,36:09.0,0
K530757000,5,1,2.5,2.03,15:36.0,22:05.0,0
K530757000,5,2,2.02,1.64,22:30.0,25:35.0,0
K530720000,5,1,2.51,1.99,41:07.0,47:06.0,0
K530756000,4,2,1.91,1.47,45:19.0,48:32.0,0
K530756000,4,3,1.46,1.12,48:36.0,52:05.0,0
K4C1796000,4,1,1.96,1.45,29:25.0,41:16.0,0
K4C1796000,4,2,1.45,1.06,41:41.0,46:40.0,0
K4C1497000,5,4,0.79,0.58,47:28.0,52:51.0,0
K4C1497000,5,5,0.57,0.42,53:14.0,59:49.0,0
K4C1412000,4,4,0.63,0.41,30:03.0,37:40.0,0
K4C1305000,4,1,2,1.37,50:02.0,01:27.0,0
K4C1305000,4,2,1.36,0.95,01:56.0,06:34.0,0
K4C1825000,5,2,1.59,1.18,38:11.0,42:38.0,0
K4C1825000,5,3,1.18,0.85,42:48.0,48:25.0,0
K4C1687000,5,2,1.48,1.12,37:34.0,42:34.0,0
K4C1687000,5,3,1.12,0.82,42:51.0,47:32.0,0
K4C1783000,4,2,1.42,1.02,49:27.0,53:45.0,0
K4C1783000,4,3,1.01,0.74,54:03.0,59:06.0,0
K4C1657000,5,2,1.46,1.07,20:40.0,24:45.0,0
K4C1657000,5,3,1.07,0.8,24:46.0,29:55.0,0
K4C1422000,5,5,0.7,0.51,04:49.0,11:02.0,0
K4C1693000,5,1,1.99,1.47,24:18.0,35:23.0,0
K4C1693000,5,5,0.58,0.42,53:45.0,01:37.0,0
K4C1329000,5,5,0.66,0.48,30:26.0,36:19.0,0
K4C1568000,5,3,1.17,0.83,29:27.0,34:40.0,0
K4C1207000,7,5,0.66,0.51,29:56.0,35:45.0,0
K4C1207000,7,7,0.38,0.29,44:16.0,54:51.0,0
K4C1577000,5,1,2.19,1.62,17:58.0,28:06.0,0
K510431000,5,3,1.08,0.79,58:46.0,03:26.0,0
K510431000,5,4,0.79,0.58,04:23.0,09:44.0,0
K4C1913000,6,1,2.01,1.53,48:16.0,58:37.0,0
K4C1944000,5,5,0.58,0.42,11:42.0,21:25.0,0
K510418000,5,4,0.79,0.58,55:15.0,00:46.0,0
K510418000,5,5,0.57,0.41,01:12.0,08:05.0,0
K4C1775000,5,4,0.79,0.58,38:03.0,43:39.0,0
K510438000,4,2,1.35,0.97,52:16.0,56:30.0,0
K4B1479000,6,3,1.89,1.59,50:15.0,53:07.0,0
K4B1479000,6,4,1.56,1.31,53:24.0,56:37.0,0
K4B0931000,4,3,1.75,1.43,58:53.0,01:21.0,0
K4B0931000,4,4,1.42,1.15,01:28.0,04:22.0,0
K510841000,5,2,1.59,1.16,48:30.0,52:17.0,0
K510841000,5,3,1.16,0.83,53:03.0,57:31.0,0
K510795000,4,1,2.01,1.37,16:38.0,28:32.0,0
K510500000,7,5,0.93,0.76,25:28.0,30:16.0,0
K510500000,7,6,0.75,0.62,30:36.0,36:23.0,0
K510793000,5,4,0.76,0.55,20:28.0,26:27.0,0
K510772000,5,1,1.99,1.44,53:00.0,01:26.0,0
K510772000,5,2,1.45,1.06,01:50.0,05:40.0,0
K510836000,6,1,2.01,1.48,10:30.0,20:02.0,0
K510538000,5,2,1.44,1.07,58:36.0,04:10.0,0
K510875000,6,5,0.59,0.44,04:25.0,13:31.0,0
K4C1580000,4,4,0.63,0.41,41:20.0,51:50.0,0
K510593000,5,1,1.98,1.47,04:41.0,15:01.0,0
K510593000,5,2,1.45,1.07,15:29.0,19:58.0,0
K510557000,7,3,1.17,0.91,37:37.0,41:43.0,0
K510557000,7,4,0.91,0.7,41:57.0,46:47.0,0
K510541000,5,1,2.02,1.48,06:26.0,17:01.0,0
K510624000,4,3,1.11,0.82,57:28.0,03:34.0,0
K4C1311000,5,3,1.11,0.82,36:30.0,40:43.0,0
K4C1311000,5,4,0.83,0.61,40:59.0,46:16.0,0
K511387000,6,1,2.2,1.76,19:51.0,30:48.0,0
K511387000,6,2,1.76,1.42,31:23.0,36:11.0,0
K511387000,6,3,1.43,1.18,36:18.0,39:44.0,0
K511387000,6,4,1.18,0.98,39:52.0,44:09.0,0
K511387000,6,5,0.98,0.83,44:16.0,48:41.0,0
K4C0207000,7,1,3.15,2.66,01:03.0,08:15.0,0
K510789000,5,1,2.01,1.46,58:19.0,07:24.0,0
K510682000,5,5,0.54,0.39,53:37.0,00:23.0,0
K511544000,5,1,2,1.41,13:16.0,29:41.0,0
K520044000,6,6,0.55,0.43,16:05.0,24:42.0,0
K511687000,5,4,0.94,0.69,05:48.0,11:32.0,0
K511687000,5,5,0.69,0.5,11:54.0,17:30.0,0
K4C0493000,8,7,1.96,1.71,28:52.0,32:49.0,0
K4C0493000,8,8,1.72,1.53,33:00.0,37:18.0,0
K511450000,6,1,2.86,2.25,14:15.0,21:42.0,0
K511450000,6,2,2.23,1.81,22:30.0,26:09.0,0
K511450000,6,3,1.8,1.47,26:17.0,30:23.0,0
K511450000,6,4,1.47,1.31,30:33.0,36:05.0,0
K4C0417000,6,5,1.39,1.16,08:25.0,11:42.0,0
K4C0417000,6,6,1.15,0.97,11:49.0,15:27.0,0
K4C0423000,6,1,3.01,2.44,20:33.0,25:49.0,0
K4C0423000,6,2,2.44,2.02,26:21.0,29:08.0,0
K4C0216000,7,1,3.33,2.68,27:35.0,42:56.0,0
K4C0216000,7,2,2.69,2.23,43:27.0,46:36.0,0
K4C0216000,7,3,2.26,1.9,46:48.0,49:27.0,0
K4C0216000,7,7,1.18,1.02,59:24.0,02:56.0,0
K510671000,6,4,1.47,1.21,27:30.0,30:58.0,0
K510671000,6,5,1.2,0.99,31:05.0,34:55.0,0
K4B1821000,7,6,1.17,0.97,06:45.0,11:14.0,0
K4B1821000,7,7,0.97,0.82,11:21.0,15:42.0,0
K511555000,6,3,1.81,1.47,46:52.0,49:47.0,0
K511555000,6,4,1.48,1.21,49:56.0,53:15.0,0
K511555000,6,5,1.21,1,53:20.0,57:10.0,0
K511348000,7,5,2.75,2.42,28:14.0,30:22.0,0
K511348000,7,6,2.42,2.14,30:32.0,32:58.0,0
K511348000,7,7,2.14,1.92,33:04.0,35:17.0,0
K481737000,6,1,5.2,4.1,12:23.0,17:40.0,0
K521012100,5,5,1.11,0.87,50:13.0,54:42.0,0
K521147000,5,2,2.02,1.65,09:52.0,13:38.0,0
K521147000,5,3,1.64,1.33,13:49.0,17:34.0,0
K521161000,5,1,2.53,2.03,33:36.0,41:42.0,0
K521161000,5,2,2.03,1.65,42:11.0,45:40.0,0
K521161000,5,3,1.65,1.33,45:47.0,49:03.0,0
K521161000,5,4,1.33,1.08,49:12.0,52:59.0,0
K521161000,5,5,1.07,0.86,53:09.0,57:42.0,0
K520862000,6,1,2.23,1.7,05:18.0,16:31.0,0
K520862000,6,4,0.98,0.76,25:44.0,30:50.0,0
K520862000,6,5,0.74,0.57,31:02.0,36:45.0,0
K520855000,6,6,0.56,0.42,24:13.0,31:22.0,0
K521185000,4,4,1.33,1.09,58:24.0,01:52.0,0
K521185000,4,5,1.07,0.85,02:01.0,07:46.0,0
K520891100,5,5,1.11,0.88,57:01.0,01:20.0,0
K511176000,7,1,2.28,1.75,48:51.0,57:54.0,0
K511176000,7,4,1.14,0.93,08:07.0,13:39.0,0
K511176000,7,7,0.61,0.51,25:57.0,32:37.0,0
K521011100,5,2,2.22,1.8,46:15.0,49:38.0,0
K521011100,5,3,1.79,1.42,49:45.0,52:47.0,0
K521011100,5,4,1.41,1.12,52:58.0,56:59.0,0
K521011100,5,5,1.12,0.88,57:06.0,01:19.0,0
K521015100,5,1,2.81,2.21,06:16.0,11:48.0,0
K521015100,5,2,2.23,1.79,12:54.0,16:04.0,0
K521015100,5,3,1.79,1.42,16:16.0,19:27.0,0
K521015100,5,4,1.42,1.12,19:34.0,23:14.0,0
K521015100,5,5,1.12,0.88,23:25.0,27:48.0,0
K521016100,5,2,2.21,1.78,39:55.0,43:00.0,0
K521016100,5,3,1.78,1.42,43:08.0,46:17.0,0
K521287000,4,2,2.02,1.64,26:07.0,30:00.0,0
K521287000,4,3,1.64,1.33,30:09.0,33:36.0,0
K521287000,4,4,1.32,1.07,33:46.0,37:42.0,0
K521206000,4,2,2.02,1.65,17:38.0,21:39.0,0
K521206000,4,3,1.65,1.33,21:46.0,25:14.0,0
K521206000,4,4,1.34,1.07,25:20.0,28:59.0,0
K521206000,4,5,1.06,0.85,29:08.0,33:15.0,0
K521034000,3,2,2.04,1.71,07:53.0,10:49.0,0
K521034000,3,3,1.71,1.4,10:56.0,13:53.0,0
K521034000,3,4,1.4,1.16,14:00.0,16:53.0,0
K521249000,4,2,1.92,1.48,29:00.0,32:10.0,0
K521249000,4,3,1.47,1.13,32:26.0,36:27.0,0
K521249000,4,4,1.12,0.86,36:46.0,41:02.0,0
K521117000,4,3,1.48,1.13,07:33.0,11:20.0,0
K521117000,4,4,1.13,0.86,11:27.0,15:22.0,0
K521239000,5,1,2.03,1.52,21:16.0,30:00.0,0
K521239000,5,2,1.51,1.16,30:32.0,34:26.0,0
K521239000,5,3,1.16,0.88,34:38.0,39:52.0,0
K521239000,5,4,0.88,0.66,40:13.0,45:54.0,0
K521125000,5,1,2.05,1.53,59:33.0,09:09.0,0
K521125000,5,2,1.51,1.16,09:50.0,13:16.0,0
K521125000,5,3,1.16,0.88,13:29.0,18:35.0,0
K520769000,4,2,1.43,1.02,29:15.0,33:08.0,0
K520769000,4,3,1.02,0.74,33:24.0,38:54.0,0
K511647000,6,6,0.45,0.33,24:21.0,32:35.0,0
K521082000,4,2,1.65,1.26,36:48.0,40:28.0,0
K521082000,4,3,1.26,0.96,40:43.0,44:48.0,0
K521082000,4,4,0.96,0.72,45:02.0,50:32.0,0
K520714000,6,6,0.43,0.31,28:05.0,36:58.0,0
K520716000,6,6,0.41,0.29,12:42.0,22:46.0,0
K511437000,7,4,3.04,2.67,58:26.0,00:45.0,0
K511437000,7,5,2.67,2.36,00:49.0,03:14.0,0
K511437000,7,6,2.36,2.13,03:20.0,05:40.0,0
K511437000,7,7,2.12,1.92,05:47.0,08:05.0,0
K4B1914000,8,4,2.91,2.52,28:02.0,30:38.0,0
K4B1914000,8,5,2.54,2.2,30:45.0,33:12.0,0
K4B1914000,8,6,2.19,1.91,33:19.0,36:09.0,0
K4B1914000,8,7,1.93,1.69,36:16.0,38:55.0,0
K510668000,8,1,3.02,2.55,55:45.0,00:53.0,0
K510668000,8,2,2.5,2.17,01:17.0,03:33.0,0
K510668000,8,3,2.14,1.83,03:38.0,06:09.0,0
K510668000,8,4,1.84,1.56,06:16.0,08:58.0,0
K520493000,7,5,1.07,0.87,46:52.0,51:34.0,0
K520493000,7,6,0.88,0.73,51:47.0,56:56.0,0
K520975000,7,5,1.31,1.1,26:25.0,30:33.0,0
K520975000,7,6,1.11,0.94,30:41.0,34:39.0,0
K520809000,5,2,1.47,1.08,16:56.0,20:23.0,0
K520809000,5,3,1.08,0.79,20:39.0,25:08.0,0
K521193000,5,1,2.2,1.63,07:53.0,16:17.0,0
K521193000,5,4,0.92,0.68,26:43.0,31:48.0,0
K521193000,5,5,0.68,0.51,32:09.0,38:04.0,0
K521210000,5,1,2.21,1.63,30:12.0,37:12.0,0
K521208000,5,1,2.25,1.65,12:14.0,20:17.0,0
K521208000,5,2,1.63,1.24,20:47.0,24:27.0,0
K521208000,5,5,0.68,0.5,34:57.0,41:10.0,0
K521183000,4,4,0.73,0.51,46:25.0,51:51.0,0
K521129000,7,7,0.54,0.44,35:00.0,41:11.0,0
K521134000,4,4,0.73,0.51,59:07.0,03:58.0,0
K520686000,6,4,0.79,0.58,27:47.0,34:04.0,0
K511692000,4,5,0.58,0.42,32:05.0,39:15.0,0
K521275000,5,5,0.69,0.51,45:28.0,51:32.0,0
K521256000,7,1,2.33,1.78,18:26.0,36:33.0,0
K521256000,7,2,1.78,1.39,36:57.0,40:45.0,0
K4C1275000,5,3,1.29,0.99,27:52.0,32:11.0,0
K4C1275000,5,4,0.98,0.76,32:31.0,37:28.0,0
K4C1297000,5,1,1.96,1.45,26:40.0,38:42.0,0
K4C1581000,4,4,0.65,0.43,09:25.0,16:25.0,0
K4C1421000,5,1,1.98,1.49,06:34.0,16:29.0,0
K4C1583000,4,5,0.6,0.44,23:29.0,31:28.0,0
K4C1787000,4,2,1.35,0.96,30:03.0,35:23.0,0
K4C1825000,5,5,0.61,0.44,55:40.0,03:27.0,0
K4C1572000,4,4,0.83,0.59,37:12.0,43:41.0,0
K4C1411000,5,3,1.02,0.72,25:18.0,30:26.0,0
K4C1411000,5,4,0.72,0.52,30:45.0,39:45.0,0
K4C1824000,5,5,0.61,0.44,57:17.0,04:39.0,0
K4C1571000,5,4,0.83,0.59,14:56.0,20:45.0,0
K4C1571000,5,5,0.59,0.41,21:10.0,28:11.0,0
K4C1466000,5,4,0.79,0.57,25:11.0,30:49.0,0
K4C1466000,5,5,0.57,0.41,31:13.0,39:10.0,0
K4C1609000,6,2,1.47,1.08,50:16.0,54:33.0,0
K4C1609000,6,3,1.09,0.81,54:46.0,59:23.0,0
K4C1597000,6,5,0.59,0.43,28:51.0,35:26.0,0
K4B0845000,4,1,2.8,2.24,40:32.0,47:03.0,0
K4B2043000,7,7,0.72,0.61,19:44.0,24:50.0,0
K510516000,4,4,0.63,0.41,34:59.0,41:52.0,0
K510539000,5,3,1.1,0.82,36:12.0,41:22.0,0
K510539000,5,4,0.82,0.6,41:40.0,48:10.0,0
K510513000,5,1,2.02,1.47,01:54.0,11:53.0,0
K510513000,5,2,1.46,1.08,12:35.0,17:54.0,0
K510583000,5,3,0.93,0.63,05:30.0,11:55.0,0
K4B1192000,5,1,2.84,2.23,19:07.0,26:33.0,0
K4B1588000,5,1,2.83,2.22,30:10.0,40:50.0,0
K4B1588000,5,2,2.23,1.77,41:16.0,43:52.0,0
K4B1588000,5,3,1.78,1.4,43:57.0,47:00.0,0
K4C1980000,7,3,1.44,1.18,56:18.0,03:34.0,0
K4C1980000,7,4,1.17,0.94,03:47.0,08:00.0,0
K510499000,5,1,1.96,1.46,22:18.0,32:18.0,0
K510499000,5,2,1.45,1.08,32:50.0,36:44.0,0
K4B1187000,7,3,2.07,1.75,08:58.0,11:32.0,0
K4B1187000,7,4,1.77,1.5,11:44.0,14:28.0,0
K4B1187000,7,5,1.51,1.3,14:31.0,17:32.0,0
K510843000,5,1,2.21,1.59,04:33.0,13:22.0,0
K510843000,5,2,1.58,1.15,13:50.0,18:20.0,0
K510762000,5,5,0.55,0.39,45:42.0,53:41.0,0
K4C1862000,4,5,0.6,0.44,25:00.0,33:50.0,0
K4C1753000,5,2,1.48,1.11,27:47.0,31:36.0,0
K4C1753000,5,3,1.11,0.82,31:48.0,36:45.0,0
K510851000,5,1,2.02,1.47,55:50.0,03:26.0,0
K510851000,5,2,1.48,1.11,03:51.0,07:40.0,0
K510833000,6,5,0.57,0.41,05:37.0,14:44.0,0
K510650000,4,1,2.02,1.37,39:54.0,50:10.0,0
K510650000,4,2,1.37,0.94,52:58.0,57:52.0,0
K510620000,5,1,2.02,1.46,27:54.0,36:24.0,0
K511128000,6,4,0.95,0.76,59:32.0,05:00.0,0
K510789000,5,2,1.46,1.08,07:47.0,11:29.0,0
K510789000,5,3,1.08,0.79,11:40.0,16:23.0,0
K511686000,6,4,1.04,0.82,55:44.0,00:14.0,0
K511686000,6,5,0.81,0.65,00:40.0,05:36.0,0
K511685000,5,5,0.68,0.5,39:41.0,44:55.0,0
K511573000,5,4,0.96,0.72,39:28.0,44:32.0,0
K510771000,7,5,0.89,0.71,56:15.0,01:29.0,0
K510771000,7,6,0.71,0.57,01:50.0,07:22.0,0
K511405000,7,4,3.54,3.16,57:33.0,59:49.0,0
K511405000,7,5,3.16,2.82,59:51.0,03:00.0,0
K511405000,7,6,2.82,2.51,03:05.0,05:26.0,0
K511405000,7,7,2.52,2.24,05:34.0,08:27.0,0
K511752000,6,6,0.55,0.42,55:32.0,04:01.0,0
K511107000,7,5,0.96,0.77,09:34.0,14:14.0,0
K511524000,6,2,1.48,1.12,45:15.0,50:46.0,0
K511524000,6,3,1.11,0.83,51:02.0,55:34.0,0
K511519000,5,3,1.11,0.82,17:13.0,21:53.0,0
K511519000,5,4,0.83,0.61,22:07.0,27:14.0,0
K520278000,5,5,0.7,0.53,58:06.0,05:11.0,0
K520280000,5,2,1.54,1.2,09:10.0,14:07.0,0
K520280000,5,3,1.2,0.95,14:28.0,19:02.0,0
K520235000,5,3,1.11,0.83,48:15.0,52:58.0,0
K520235000,5,4,0.82,0.62,53:09.0,59:20.0,0
K510389000,4,3,1.02,0.72,59:39.0,05:17.0,0
K511643000,6,5,0.73,0.57,48:54.0,54:20.0,0
K520042000,3,2,1.93,1.51,56:45.0,00:37.0,0
K520042000,3,3,1.51,1.16,00:48.0,04:05.0,0
K520059000,3,1,2.54,1.94,07:23.0,17:07.0,0
K520041000,7,3,1.88,1.56,36:28.0,40:01.0,0
K520041000,7,4,1.56,1.31,40:08.0,43:19.0,0
K520041000,7,5,1.32,1.12,43:27.0,47:16.0,0
K520601100,6,4,1.58,1.32,29:06.0,32:52.0,0
K520601100,6,5,1.31,1.07,33:07.0,37:38.0,0
K520614100,4,4,1.34,1.03,09:05.0,13:08.0,0
K511510000,5,2,1.46,1.09,07:46.0,11:49.0,0
K511510000,5,3,1.08,0.79,12:08.0,16:54.0,0
K520563000,4,3,1.11,0.82,49:07.0,53:33.0,0
K520563000,4,4,0.82,0.61,53:51.0,58:52.0,0
K520950000,5,2,1.63,1.22,27:13.0,31:51.0,0
K520950000,5,3,1.22,0.91,32:06.0,37:10.0,0
K520950000,5,4,0.9,0.67,37:31.0,45:22.0,0
K520811000,5,1,2.03,1.44,16:43.0,26:22.0,0
K521375000,7,4,1.42,1.19,36:30.0,39:45.0,0
K521375000,7,5,1.19,1,39:50.0,43:28.0,0
K521375000,7,6,0.99,0.84,43:36.0,47:48.0,0
K521548000,5,2,1.63,1.23,55:33.0,59:10.0,0
K521548000,5,3,1.23,0.91,59:16.0,03:24.0,0
K521807000,5,4,0.93,0.69,06:48.0,10:54.0,0
K521807000,5,5,0.69,0.51,11:25.0,17:19.0,0
K530449000,6,1,2.2,1.67,09:45.0,16:19.0,0
K530428000,5,2,1.55,1.15,24:52.0,28:46.0,0
K530428000,5,3,1.13,0.79,28:54.0,33:31.0,0
K530533000,5,3,1.28,1,18:12.0,22:27.0,0
K530533000,5,4,0.99,0.74,22:39.0,27:08.0,0
K530660000,4,1,2.58,1.95,03:59.0,11:15.0,0
K530660000,4,2,1.9,1.51,11:53.0,15:12.0,0
K530517000,5,1,2.02,1.47,07:27.0,16:11.0,0
K530777000,4,2,1.9,1.47,06:12.0,09:14.0,0
K530777000,4,3,1.44,1.14,09:18.0,12:48.0,0
K530777000,4,4,1.12,0.86,12:57.0,16:36.0,0
K530809000,4,4,1.13,0.86,17:32.0,20:37.0,0
K530762000,4,1,2.49,1.91,45:21.0,50:43.0,0
K530762000,4,2,1.91,1.46,51:12.0,54:16.0,0
K530762000,4,3,1.46,1.12,54:21.0,57:49.0,0
K530762000,4,4,1.12,0.86,58:00.0,01:38.0,0
K530236000,7,1,2.22,1.82,13:44.0,29:06.0,0
K530236000,7,2,1.75,1.45,29:31.0,33:08.0,0
K530236000,7,3,1.43,1.17,33:25.0,36:51.0,0
K530698100,3,3,1.5,1.13,53:07.0,58:07.0,0
K530748000,5,3,1.11,0.82,23:41.0,29:21.0,0
K530748000,5,4,0.82,0.61,29:27.0,34:06.0,0
K521452000,6,4,0.79,0.58,07:21.0,13:54.0,0
K530216000,7,4,1.17,0.95,47:36.0,51:10.0,0
K530216000,7,5,0.96,0.78,51:33.0,56:24.0,0
K530250000,7,1,2.24,1.78,54:23.0,02:07.0,0
K530250000,7,2,1.76,1.44,02:36.0,06:16.0,0
K530250000,7,5,0.96,0.79,15:53.0,20:53.0,0
K530250000,7,6,0.79,0.66,21:01.0,25:35.0,0
K530572000,5,2,1.45,1.11,45:05.0,48:38.0,0
K530572000,5,3,1.1,0.81,48:49.0,54:03.0,0
K530572000,5,4,0.81,0.6,54:19.0,58:58.0,0
K530572000,5,5,0.6,0.45,59:25.0,05:09.0,0
K530832000,5,1,2,1.47,10:29.0,16:55.0,0
K530832000,5,2,1.46,1.08,17:17.0,20:41.0,0
K530832000,5,3,1.07,0.8,20:54.0,25:38.0,0
K530832000,5,5,0.57,0.41,31:18.0,39:04.0,0
K530814000,5,1,2,1.48,44:23.0,51:25.0,0
K530814000,5,2,1.45,1.12,51:50.0,55:07.0,0
K530814000,5,3,1.11,0.82,55:15.0,00:00.0,0
K530814000,5,4,0.81,0.6,00:13.0,04:42.0,0
K530814000,5,5,0.6,0.44,05:16.0,11:20.0,0
K530815000,1,1,2.04,1.46,16:41.0,26:13.0,0
K530796000,5,1,2.19,1.66,51:34.0,58:00.0,0
K530796000,5,2,1.61,1.3,58:30.0,07:42.0,0
K530796000,5,5,0.71,0.53,18:19.0,23:57.0,0
K530769000,5,1,2.18,1.67,28:02.0,34:52.0,0
K530769000,5,2,1.65,1.25,35:21.0,38:37.0,0
K530769000,5,3,1.26,0.95,38:50.0,43:19.0,0
K530769000,5,4,0.96,0.72,43:46.0,48:13.0,0
K530769000,5,5,0.72,0.54,48:37.0,53:48.0,0
K530905000,7,1,2.2,1.74,58:02.0,06:45.0,0
K530905000,7,2,1.74,1.39,07:18.0,10:51.0,0
K530905000,7,3,1.39,1.11,11:02.0,16:13.0,0
K530905000,7,4,1.1,0.87,17:04.0,21:16.0,0
K530905000,7,5,0.87,0.69,21:44.0,26:15.0,0
K530905000,7,6,0.69,0.54,26:35.0,32:33.0,0
K530828000,6,1,2,1.54,10:33.0,19:52.0,0
K530828000,6,2,1.54,1.2,20:21.0,23:48.0,0
K530828000,6,3,1.2,0.94,24:00.0,28:21.0,0
K530828000,6,4,0.94,0.72,28:34.0,33:03.0,0
K530846000,5,3,1.11,0.81,07:47.0,13:14.0,0
K530846000,5,4,0.82,0.6,13:31.0,39:34.0,0
K530735000,5,1,2.01,1.48,52:28.0,00:59.0,0
K530735000,5,2,1.47,1.1,01:42.0,05:53.0,0
K530735000,5,3,1.1,0.81,06:06.0,11:04.0,0
K530735000,5,4,0.81,0.6,11:22.0,16:44.0,0
K530735000,5,5,0.59,0.44,16:56.0,23:17.0,0
K530531000,5,4,0.81,0.6,46:29.0,51:07.0,0
K530531000,5,5,0.6,0.45,51:24.0,57:36.0,0
K530738000,5,1,2.01,1.46,01:27.0,08:45.0,0
K530738000,5,2,1.45,1.16,09:39.0,20:37.0,0
K530738000,5,3,1.08,0.79,20:49.0,25:38.0,0
K530738000,5,4,0.79,0.58,25:51.0,30:28.0,0
K530738000,5,5,0.57,0.41,30:39.0,37:04.0,0
K530831000,5,1,1.99,1.51,41:19.0,49:52.0,0
K530831000,5,2,1.47,1.09,50:22.0,54:20.0,0
K530831000,5,3,1.1,0.82,54:32.0,59:32.0,0
K530831000,5,4,0.82,0.6,59:43.0,04:59.0,0
K530845000,5,1,2.01,1.47,16:48.0,24:14.0,0
K530845000,5,2,1.46,1.08,24:42.0,28:18.0,0
K530845000,5,3,1.08,0.79,28:27.0,33:17.0,0
K530845000,5,4,0.8,0.58,33:31.0,38:26.0,0
K530845000,5,5,0.57,0.42,38:37.0,45:26.0,0
